OrderID,CustomerID,OrderDate,PaymentMethod,Device
15290,C0288,2024-04-10,Net Banking,Mobile
15291,C0422,2024-04-08,PayPal,Mobile
15292,C0386,2024-06-27,Debit Card,Mobile
15293,C0333,2024-01-28,Net Banking,Desktop
15294,C0005,2024-04-28,Debit Card,Desktop
15295,C0059,2024-04-16,PayPal,Mobile
15296,C0343,2024-04-18,Net Banking,Mobile
15297,C0178,2024-02-07,Credit Card,Mobile
15298,C0229,2024-01-08,Net Banking,Desktop
15299,C0124,2024-03-13,Debit Card,Desktop
15300,C0464,2024-04-27,Credit Card,Desktop
15301,C0329,2024-01-31,Debit Card,Mobile
15302,C0315,2024-05-24,Debit Card,Tablet
15303,C0471,2024-04-09,Debit Card,Tablet
15304,C0319,2024-01-03,Credit Card,Tablet
15305,C0125,2024-05-28,PayPal,Desktop
15306,C0491,2024-03-18,Net Banking,Mobile
15307,C0021,2024-01-09,Credit Card,Tablet
15308,C0350,2024-06-14,Debit Card,Desktop
15309,C0454,2024-06-15,PayPal,Mobile
15310,C0165,2024-06-17,Credit Card,Mobile
15311,C0196,2024-06-07,Credit Card,Mobile
15312,C0469,2024-04-23,PayPal,Mobile
15313,C0408,2024-01-11,Net Banking,Desktop
15314,C0484,2024-03-31,PayPal,Mobile
15315,C0059,2024-02-05,Net Banking,Desktop
15316,C0198,2024-04-29,Credit Card,Mobile
15317,C0132,2024-04-27,Net Banking,Desktop
15318,C0277,2024-03-11,Net Banking,Mobile
15319,C0371,2024-01-03,Debit Card,Mobile
15320,C0145,2024-02-10,Credit Card,Mobile
15321,C0013,2024-04-01,Credit Card,Mobile
15322,C0467,2024-05-08,PayPal,Desktop
15323,C0265,2024-05-08,Debit Card,Mobile
15324,C0421,2024-02-23,Debit Card,Mobile
15325,C0395,2024-03-30,Debit Card,Desktop
15326,C0192,2024-06-29,Credit Card,Tablet
15327,C0264,2024-05-14,PayPal,Mobile
15328,C0412,2024-04-09,Credit Card,Desktop
15329,C0261,2024-05-11,PayPal,Desktop
15330,C0229,2024-01-17,Credit Card,Desktop
15331,C0250,2024-02-14,Debit Card,Tablet
15332,C0023,2024-06-16,Net Banking,Desktop
15333,C0152,2024-02-08,Debit Card,Mobile
15334,C0460,2024-03-31,PayPal,Tablet
15335,C0334,2024-06-16,Net Banking,Desktop
15336,C0099,2024-05-24,Debit Card,Tablet
15337,C0165,2024-03-27,Credit Card,Tablet
15338,C0264,2024-04-27,Debit Card,Mobile
15339,C0043,2024-02-05,Net Banking,Desktop
15340,C0486,2024-03-12,PayPal,Mobile
15341,C0050,2024-06-17,Credit Card,Mobile
15342,C0086,2024-03-18,PayPal,Tablet
15343,C0498,2024-04-10,Net Banking,Tablet
15344,C0490,2024-01-18,Debit Card,Tablet
15345,C0396,2024-06-14,Credit Card,Desktop
15346,C0276,2024-05-03,Credit Card,Desktop
15347,C0274,2024-04-06,Credit Card,Desktop
15348,C0004,2024-04-30,PayPal,Desktop
15349,C0321,2024-06-04,Credit Card,Mobile
15350,C0034,2024-06-17,Debit Card,Mobile
15351,C0108,2024-02-16,Net Banking,Tablet
15352,C0344,2024-05-27,Net Banking,Tablet
15353,C0323,2024-05-09,Credit Card,Mobile
15354,C0397,2024-06-17,Debit Card,Desktop
15355,C0110,2024-05-14,PayPal,Desktop
15356,C0443,2024-03-07,Credit Card,Mobile
15357,C0351,2024-02-03,Debit Card,Mobile
15358,C0218,2024-06-27,Net Banking,Desktop
15359,C0428,2024-03-23,Debit Card,Mobile
15360,C0054,2024-05-30,Credit Card,Tablet
15361,C0106,2024-05-28,Debit Card,Mobile
15362,C0276,2024-03-30,PayPal,Desktop
15363,C0425,2024-05-29,Net Banking,Tablet
15364,C0360,2024-06-07,Debit Card,Mobile
15365,C0450,2024-04-13,Net Banking,Tablet
15366,C0500,2024-01-18,Net Banking,Mobile
15367,C0380,2024-01-12,Credit Card,Mobile
15368,C0397,2024-01-08,Net Banking,Tablet
15369,C0223,2024-02-10,Credit Card,Desktop
15370,C0332,2024-02-29,Credit Card,Mobile
15371,C0419,2024-01-25,Net Banking,Desktop
15372,C0482,2024-06-19,PayPal,Tablet
15373,C0037,2024-01-28,Net Banking,Tablet
15374,C0383,2024-05-07,Credit Card,Mobile
15375,C0352,2024-06-22,Credit Card,Tablet
15376,C0079,2024-05-01,Credit Card,Tablet
15377,C0013,2024-03-23,PayPal,Desktop
15378,C0236,2024-02-29,Net Banking,Tablet
15379,C0368,2024-03-01,Debit Card,Desktop
15380,C0170,2024-01-27,Credit Card,Mobile
15381,C0020,2024-02-14,Credit Card,Tablet
15382,C0045,2024-04-08,PayPal,Tablet
15383,C0038,2024-04-17,Debit Card,Desktop
15384,C0028,2024-01-17,Debit Card,Mobile
15385,C0092,2024-01-16,Debit Card,Desktop
15386,C0407,2024-06-05,Debit Card,Tablet
15387,C0129,2024-03-05,PayPal,Desktop
15388,C0286,2024-01-30,Credit Card,Desktop
15389,C0037,2024-01-10,Net Banking,Desktop
15390,C0295,2024-01-19,Net Banking,Desktop
15391,C0421,2024-04-23,Debit Card,Mobile
15392,C0117,2024-04-05,Debit Card,Desktop
15393,C0467,2024-06-04,Net Banking,Desktop
15394,C0133,2024-06-10,Net Banking,Mobile
15395,C0209,2024-01-08,Debit Card,Mobile
15396,C0199,2024-02-14,PayPal,Tablet
15397,C0231,2024-03-23,Debit Card,Tablet
15398,C0323,2024-01-28,Credit Card,Tablet
15399,C0208,2024-06-27,Net Banking,Mobile
15400,C0222,2024-04-25,PayPal,Desktop
15401,C0162,2024-04-06,PayPal,Desktop
15402,C0009,2024-02-04,Credit Card,Mobile
15403,C0200,2024-06-12,Debit Card,Mobile
15404,C0345,2024-05-26,Debit Card,Desktop
15405,C0061,2024-05-22,Net Banking,Mobile
15406,C0274,2024-02-21,Net Banking,Tablet
15407,C0004,2024-02-20,PayPal,Desktop
15408,C0329,2024-03-05,Debit Card,Mobile
15409,C0369,2024-05-05,Net Banking,Mobile
15410,C0317,2024-04-22,PayPal,Tablet
15411,C0033,2024-06-22,PayPal,Tablet
15412,C0388,2024-03-14,PayPal,Tablet
15413,C0382,2024-02-27,Credit Card,Tablet
15414,C0300,2024-02-21,Credit Card,Desktop
15415,C0024,2024-02-11,Debit Card,Tablet
15416,C0359,2024-04-21,PayPal,Desktop
15417,C0435,2024-05-15,PayPal,Mobile
15418,C0038,2024-02-19,Debit Card,Desktop
15419,C0184,2024-01-23,Net Banking,Mobile
15420,C0476,2024-05-29,Credit Card,Mobile
15421,C0258,2024-01-07,Debit Card,Mobile
15422,C0055,2024-06-10,Net Banking,Desktop
15423,C0149,2024-06-20,Debit Card,Desktop
15424,C0403,2024-01-25,Net Banking,Mobile
15425,C0352,2024-02-22,Net Banking,Desktop
15426,C0155,2024-01-09,Debit Card,Mobile
15427,C0311,2024-02-05,Debit Card,Desktop
15428,C0045,2024-01-02,Debit Card,Mobile
15429,C0145,2024-04-02,Debit Card,Mobile
15430,C0392,2024-04-14,PayPal,Desktop
15431,C0475,2024-05-25,Net Banking,Tablet
15432,C0225,2024-05-19,Debit Card,Tablet
15433,C0196,2024-01-19,PayPal,Tablet
15434,C0203,2024-03-28,Credit Card,Desktop
15435,C0421,2024-02-17,PayPal,Tablet
15436,C0339,2024-06-23,PayPal,Desktop
15437,C0016,2024-06-13,Debit Card,Tablet
15438,C0243,2024-05-15,Credit Card,Tablet
15439,C0081,2024-05-07,Net Banking,Desktop
15440,C0274,2024-02-18,Credit Card,Tablet
15441,C0113,2024-02-23,PayPal,Desktop
15442,C0070,2024-05-26,Debit Card,Desktop
15443,C0383,2024-05-01,Debit Card,Mobile
15444,C0201,2024-05-08,Debit Card,Desktop
15445,C0408,2024-03-31,PayPal,Mobile
15446,C0409,2024-04-01,Credit Card,Tablet
15447,C0435,2024-06-07,PayPal,Mobile
15448,C0280,2024-05-23,Credit Card,Tablet
15449,C0152,2024-02-05,Credit Card,Desktop
15450,C0492,2024-01-18,PayPal,Mobile
15451,C0325,2024-04-22,Net Banking,Tablet
15452,C0074,2024-04-19,PayPal,Mobile
15453,C0153,2024-06-09,PayPal,Tablet
15454,C0347,2024-04-06,Credit Card,Tablet
15455,C0455,2024-01-19,Credit Card,Mobile
15456,C0469,2024-05-25,Net Banking,Mobile
15457,C0495,2024-01-21,PayPal,Mobile
15458,C0408,2024-02-02,PayPal,Mobile
15459,C0444,2024-05-12,Net Banking,Desktop
15460,C0374,2024-03-17,Net Banking,Desktop
15461,C0332,2024-01-26,PayPal,Tablet
15462,C0192,2024-01-31,Net Banking,Mobile
15463,C0491,2024-05-07,Debit Card,Mobile
15464,C0487,2024-02-29,PayPal,Tablet
15465,C0006,2024-01-14,Debit Card,Mobile
15466,C0284,2024-06-02,Debit Card,Tablet
15467,C0448,2024-05-18,Debit Card,Mobile
15468,C0285,2024-03-25,Debit Card,Desktop
15469,C0073,2024-01-06,PayPal,Tablet
15470,C0064,2024-02-27,PayPal,Tablet
15471,C0022,2024-03-15,Debit Card,Tablet
15472,C0003,2024-03-05,PayPal,Tablet
15473,C0294,2024-04-09,Debit Card,Mobile
15474,C0306,2024-06-29,PayPal,Tablet
15475,C0202,2024-04-01,Debit Card,Tablet
15476,C0276,2024-01-18,Credit Card,Mobile
15477,C0281,2024-02-10,Net Banking,Mobile
15478,C0485,2024-03-14,Credit Card,Desktop
15479,C0044,2024-01-20,Debit Card,Desktop
15480,C0157,2024-05-16,Net Banking,Tablet
15481,C0108,2024-05-27,Debit Card,Mobile
15482,C0384,2024-03-02,Credit Card,Desktop
15483,C0380,2024-05-12,Net Banking,Mobile
15484,C0463,2024-06-05,Credit Card,Tablet
15485,C0372,2024-05-08,Credit Card,Tablet
15486,C0177,2024-03-20,Debit Card,Mobile
15487,C0109,2024-04-12,Credit Card,Desktop
15488,C0212,2024-06-07,Credit Card,Tablet
15489,C0464,2024-01-15,Debit Card,Desktop
15490,C0331,2024-05-19,Debit Card,Tablet
15491,C0436,2024-06-27,Credit Card,Tablet
15492,C0263,2024-01-29,Debit Card,Tablet
15493,C0073,2024-05-29,Net Banking,Desktop
15494,C0083,2024-04-30,Net Banking,Mobile
15495,C0095,2024-03-08,Debit Card,Tablet
15496,C0114,2024-06-16,Debit Card,Tablet
15497,C0316,2024-01-08,Net Banking,Desktop
15498,C0428,2024-01-09,PayPal,Desktop
15499,C0130,2024-03-27,Debit Card,Tablet
15500,C0100,2024-04-17,PayPal,Mobile
15501,C0059,2024-03-07,Debit Card,Desktop
15502,C0093,2024-02-21,PayPal,Tablet
15503,C0344,2024-03-26,Debit Card,Mobile
15504,C0410,2024-01-16,Net Banking,Tablet
15505,C0291,2024-02-05,Debit Card,Tablet
15506,C0437,2024-02-22,Credit Card,Desktop
15507,C0028,2024-05-20,Net Banking,Desktop
15508,C0436,2024-03-25,Credit Card,Desktop
15509,C0385,2024-06-18,Debit Card,Tablet
15510,C0478,2024-01-16,Debit Card,Tablet
15511,C0282,2024-03-01,Net Banking,Mobile
15512,C0237,2024-05-06,PayPal,Desktop
15513,C0331,2024-01-19,Debit Card,Desktop
15514,C0282,2024-05-24,Debit Card,Mobile
15515,C0038,2024-06-05,PayPal,Tablet
15516,C0149,2024-06-28,Credit Card,Mobile
15517,C0344,2024-01-10,Debit Card,Mobile
15518,C0035,2024-03-29,PayPal,Desktop
15519,C0129,2024-01-19,Net Banking,Mobile
15520,C0051,2024-04-16,Credit Card,Tablet
15521,C0102,2024-06-02,PayPal,Desktop
15522,C0372,2024-06-05,PayPal,Mobile
15523,C0298,2024-01-21,Credit Card,Mobile
15524,C0250,2024-05-21,PayPal,Tablet
15525,C0488,2024-05-02,Net Banking,Tablet
15526,C0170,2024-02-03,Credit Card,Tablet
15527,C0183,2024-03-10,Credit Card,Mobile
15528,C0066,2024-01-11,PayPal,Tablet
15529,C0344,2024-01-27,PayPal,Tablet
15530,C0336,2024-01-10,PayPal,Desktop
15531,C0121,2024-05-07,Net Banking,Desktop
15532,C0052,2024-05-09,Credit Card,Mobile
15533,C0146,2024-02-27,Net Banking,Tablet
15534,C0318,2024-06-15,PayPal,Mobile
15535,C0036,2024-03-30,Credit Card,Desktop
15536,C0461,2024-04-20,Debit Card,Mobile
15537,C0100,2024-05-02,PayPal,Desktop
15538,C0163,2024-03-18,Net Banking,Desktop
15539,C0249,2024-02-28,Net Banking,Desktop
15540,C0231,2024-01-06,PayPal,Mobile
15541,C0169,2024-01-15,Credit Card,Desktop
15542,C0316,2024-01-07,Debit Card,Tablet
15543,C0338,2024-02-20,Net Banking,Mobile
15544,C0157,2024-05-16,PayPal,Tablet
15545,C0356,2024-06-04,Debit Card,Tablet
15546,C0300,2024-04-07,Credit Card,Tablet
15547,C0079,2024-06-23,Debit Card,Mobile
15548,C0290,2024-06-24,PayPal,Tablet
15549,C0291,2024-01-05,Credit Card,Mobile
15550,C0187,2024-05-21,Net Banking,Mobile
15551,C0414,2024-05-03,Debit Card,Desktop
15552,C0162,2024-01-14,Net Banking,Tablet
15553,C0491,2024-04-09,Debit Card,Desktop
15554,C0220,2024-04-06,PayPal,Tablet
15555,C0087,2024-06-27,Debit Card,Tablet
15556,C0003,2024-02-02,PayPal,Tablet
15557,C0161,2024-04-20,Net Banking,Tablet
15558,C0127,2024-06-28,Credit Card,Tablet
15559,C0403,2024-04-19,Credit Card,Desktop
15560,C0114,2024-05-20,Credit Card,Mobile
15561,C0365,2024-02-05,Debit Card,Tablet
15562,C0379,2024-01-30,Net Banking,Desktop
15563,C0329,2024-04-22,Net Banking,Desktop
15564,C0224,2024-01-31,PayPal,Desktop
15565,C0142,2024-06-06,Debit Card,Tablet
15566,C0431,2024-04-04,Debit Card,Tablet
15567,C0185,2024-03-31,Net Banking,Mobile
15568,C0069,2024-02-19,Net Banking,Desktop
15569,C0348,2024-03-28,Credit Card,Desktop
15570,C0376,2024-04-21,Net Banking,Mobile
15571,C0170,2024-01-15,Net Banking,Desktop
15572,C0450,2024-03-01,Net Banking,Desktop
15573,C0246,2024-02-29,PayPal,Desktop
15574,C0237,2024-01-24,Net Banking,Desktop
15575,C0229,2024-05-30,Credit Card,Tablet
15576,C0184,2024-01-03,Debit Card,Mobile
15577,C0397,2024-02-28,PayPal,Desktop
15578,C0157,2024-04-15,PayPal,Desktop
15579,C0250,2024-05-17,Net Banking,Tablet
15580,C0283,2024-05-25,PayPal,Tablet
15581,C0056,2024-01-12,Debit Card,Tablet
15582,C0090,2024-01-04,Net Banking,Desktop
15583,C0331,2024-03-04,Net Banking,Desktop
15584,C0311,2024-01-15,Debit Card,Desktop
15585,C0042,2024-01-20,Debit Card,Mobile
15586,C0431,2024-01-15,Credit Card,Tablet
15587,C0144,2024-02-02,Credit Card,Desktop
15588,C0440,2024-04-22,Credit Card,Desktop
15589,C0424,2024-02-16,Credit Card,Mobile
15590,C0072,2024-03-13,Credit Card,Mobile
15591,C0457,2024-01-12,Debit Card,Desktop
15592,C0276,2024-03-21,Net Banking,Desktop
15593,C0101,2024-03-30,PayPal,Desktop
15594,C0135,2024-06-03,Credit Card,Desktop
15595,C0376,2024-06-16,PayPal,Mobile
15596,C0454,2024-03-03,Debit Card,Desktop
15597,C0321,2024-03-15,PayPal,Tablet
15598,C0040,2024-02-03,Credit Card,Tablet
15599,C0373,2024-06-04,Credit Card,Desktop
15600,C0039,2024-04-11,Net Banking,Desktop
15601,C0457,2024-05-02,Debit Card,Mobile
15602,C0010,2024-06-17,Debit Card,Desktop
15603,C0435,2024-02-01,PayPal,Mobile
15604,C0260,2024-06-17,Debit Card,Mobile
15605,C0324,2024-01-20,Net Banking,Tablet
15606,C0016,2024-01-20,Debit Card,Mobile
15607,C0417,2024-03-05,Debit Card,Tablet
15608,C0298,2024-05-19,Net Banking,Tablet
15609,C0297,2024-02-22,Debit Card,Desktop
15610,C0208,2024-05-06,Net Banking,Mobile
15611,C0394,2024-06-29,PayPal,Tablet
15612,C0303,2024-04-01,Debit Card,Mobile
15613,C0109,2024-02-26,Net Banking,Mobile
15614,C0465,2024-04-23,Debit Card,Tablet
15615,C0019,2024-03-18,Debit Card,Mobile
15616,C0283,2024-04-03,PayPal,Mobile
15617,C0134,2024-05-21,Credit Card,Desktop
15618,C0279,2024-03-15,Credit Card,Tablet
15619,C0458,2024-06-16,PayPal,Desktop
15620,C0277,2024-03-03,PayPal,Desktop
15621,C0242,2024-05-14,Credit Card,Desktop
15622,C0335,2024-03-09,Net Banking,Mobile
15623,C0397,2024-03-22,Net Banking,Mobile
15624,C0077,2024-06-27,Credit Card,Desktop
15625,C0188,2024-05-18,PayPal,Tablet
15626,C0201,2024-05-08,Debit Card,Desktop
15627,C0115,2024-01-27,PayPal,Desktop
15628,C0457,2024-01-14,Net Banking,Mobile
15629,C0396,2024-03-29,Credit Card,Mobile
15630,C0302,2024-04-15,Net Banking,Tablet
15631,C0376,2024-06-29,Credit Card,Mobile
15632,C0439,2024-06-08,Debit Card,Mobile
15633,C0149,2024-05-04,Debit Card,Desktop
15634,C0069,2024-03-12,Debit Card,Desktop
15635,C0238,2024-01-21,Debit Card,Tablet
15636,C0257,2024-02-22,Credit Card,Tablet
15637,C0262,2024-02-05,Debit Card,Desktop
15638,C0047,2024-05-13,PayPal,Mobile
15639,C0204,2024-02-29,Net Banking,Tablet
15640,C0187,2024-03-19,Net Banking,Mobile
15641,C0258,2024-05-21,PayPal,Desktop
15642,C0006,2024-02-23,Net Banking,Mobile
15643,C0340,2024-02-01,Credit Card,Desktop
15644,C0123,2024-04-05,Credit Card,Desktop
15645,C0435,2024-02-06,PayPal,Tablet
15646,C0494,2024-01-10,PayPal,Desktop
15647,C0413,2024-03-01,Credit Card,Tablet
15648,C0315,2024-06-27,PayPal,Mobile
15649,C0351,2024-04-22,Debit Card,Mobile
15650,C0085,2024-06-15,Net Banking,Mobile
15651,C0388,2024-04-26,Credit Card,Mobile
15652,C0264,2024-01-30,Credit Card,Desktop
15653,C0072,2024-01-06,PayPal,Tablet
15654,C0229,2024-05-07,Net Banking,Mobile
15655,C0082,2024-01-09,Credit Card,Mobile
15656,C0092,2024-03-10,Debit Card,Desktop
15657,C0290,2024-03-12,Debit Card,Desktop
15658,C0486,2024-05-30,Credit Card,Desktop
15659,C0290,2024-04-08,Credit Card,Desktop
15660,C0338,2024-03-17,PayPal,Mobile
15661,C0447,2024-01-22,Credit Card,Tablet
15662,C0496,2024-01-16,Net Banking,Mobile
15663,C0075,2024-03-12,Net Banking,Desktop
15664,C0377,2024-06-05,Credit Card,Desktop
15665,C0375,2024-04-08,Debit Card,Tablet
15666,C0248,2024-05-06,Debit Card,Mobile
15667,C0481,2024-01-05,PayPal,Tablet
15668,C0184,2024-04-07,Net Banking,Tablet
15669,C0021,2024-04-08,Net Banking,Tablet
15670,C0113,2024-04-23,PayPal,Mobile
15671,C0390,2024-01-12,PayPal,Tablet
15672,C0250,2024-02-27,Debit Card,Tablet
15673,C0119,2024-02-22,Credit Card,Tablet
15674,C0033,2024-04-07,Debit Card,Tablet
15675,C0136,2024-02-17,Credit Card,Mobile
15676,C0190,2024-06-17,Net Banking,Tablet
15677,C0120,2024-04-20,Credit Card,Desktop
15678,C0022,2024-05-16,Debit Card,Desktop
15679,C0343,2024-01-14,PayPal,Tablet
15680,C0106,2024-06-18,PayPal,Desktop
15681,C0266,2024-03-19,Net Banking,Mobile
15682,C0465,2024-01-09,Credit Card,Tablet
15683,C0406,2024-05-18,Credit Card,Tablet
15684,C0185,2024-03-30,Credit Card,Desktop
15685,C0199,2024-01-07,PayPal,Mobile
15686,C0241,2024-06-04,Credit Card,Desktop
15687,C0470,2024-03-27,Credit Card,Desktop
15688,C0233,2024-03-08,PayPal,Mobile
15689,C0452,2024-05-31,PayPal,Desktop
15690,C0024,2024-02-25,Net Banking,Mobile
15691,C0021,2024-01-08,Debit Card,Mobile
15692,C0333,2024-03-28,PayPal,Mobile
15693,C0166,2024-06-08,Debit Card,Desktop
15694,C0053,2024-04-21,Debit Card,Mobile
15695,C0361,2024-04-19,Credit Card,Tablet
15696,C0496,2024-01-15,PayPal,Mobile
15697,C0267,2024-01-28,Net Banking,Tablet
15698,C0325,2024-05-21,Credit Card,Mobile
15699,C0425,2024-04-09,Credit Card,Mobile
15700,C0141,2024-06-22,Debit Card,Mobile
15701,C0428,2024-03-14,Credit Card,Tablet
15702,C0380,2024-05-16,Credit Card,Mobile
15703,C0135,2024-04-28,Credit Card,Desktop
15704,C0297,2024-04-18,Debit Card,Mobile
15705,C0279,2024-05-26,Debit Card,Desktop
15706,C0292,2024-05-25,Credit Card,Mobile
15707,C0090,2024-05-12,PayPal,Tablet
15708,C0193,2024-03-07,Debit Card,Desktop
15709,C0335,2024-02-11,PayPal,Tablet
15710,C0194,2024-04-07,Net Banking,Mobile
15711,C0188,2024-04-29,PayPal,Mobile
15712,C0301,2024-03-01,Net Banking,Desktop
15713,C0335,2024-02-03,Credit Card,Tablet
15714,C0460,2024-01-04,Debit Card,Tablet
15715,C0428,2024-03-12,Net Banking,Desktop
15716,C0040,2024-06-23,PayPal,Mobile
15717,C0265,2024-03-11,Net Banking,Desktop
15718,C0129,2024-01-22,Net Banking,Tablet
15719,C0193,2024-03-04,PayPal,Tablet
15720,C0499,2024-05-18,Net Banking,Tablet
15721,C0465,2024-03-16,Credit Card,Desktop
15722,C0115,2024-03-27,PayPal,Desktop
15723,C0265,2024-05-26,Debit Card,Desktop
15724,C0208,2024-04-11,Net Banking,Desktop
15725,C0181,2024-01-10,PayPal,Desktop
15726,C0419,2024-06-06,PayPal,Mobile
15727,C0445,2024-03-11,Debit Card,Tablet
15728,C0177,2024-04-02,PayPal,Tablet
15729,C0250,2024-03-09,Credit Card,Desktop
15730,C0406,2024-06-17,Credit Card,Tablet
15731,C0247,2024-03-05,Debit Card,Mobile
15732,C0455,2024-06-16,Debit Card,Desktop
15733,C0310,2024-06-04,Net Banking,Mobile
15734,C0004,2024-01-04,Credit Card,Tablet
15735,C0257,2024-02-01,Debit Card,Tablet
15736,C0452,2024-03-19,Debit Card,Desktop
15737,C0072,2024-05-25,Net Banking,Mobile
15738,C0226,2024-06-18,PayPal,Mobile
15739,C0085,2024-03-23,Credit Card,Desktop
15740,C0118,2024-03-08,Debit Card,Mobile
15741,C0040,2024-02-15,Net Banking,Desktop
15742,C0264,2024-04-23,Net Banking,Desktop
15743,C0330,2024-04-28,PayPal,Tablet
15744,C0144,2024-01-05,Net Banking,Desktop
15745,C0109,2024-04-22,PayPal,Mobile
15746,C0077,2024-01-03,Debit Card,Mobile
15747,C0096,2024-04-29,Debit Card,Mobile
15748,C0081,2024-01-10,Credit Card,Mobile
15749,C0186,2024-04-01,Credit Card,Mobile
15750,C0309,2024-05-02,Net Banking,Mobile
15751,C0368,2024-06-12,Debit Card,Mobile
15752,C0419,2024-05-22,PayPal,Mobile
15753,C0061,2024-02-25,Net Banking,Desktop
15754,C0339,2024-04-14,Credit Card,Mobile
15755,C0118,2024-01-15,PayPal,Desktop
15756,C0213,2024-05-28,PayPal,Desktop
15757,C0416,2024-01-21,Net Banking,Tablet
15758,C0170,2024-03-11,Net Banking,Desktop
15759,C0369,2024-06-05,PayPal,Desktop
15760,C0059,2024-05-21,Net Banking,Mobile
15761,C0247,2024-03-21,Credit Card,Mobile
15762,C0346,2024-01-17,PayPal,Desktop
15763,C0246,2024-04-22,Net Banking,Mobile
15764,C0246,2024-02-16,Net Banking,Tablet
15765,C0108,2024-03-07,Net Banking,Desktop
15766,C0303,2024-03-11,Credit Card,Tablet
15767,C0083,2024-03-07,Debit Card,Tablet
15768,C0332,2024-05-06,PayPal,Tablet
15769,C0427,2024-02-02,Debit Card,Mobile
15770,C0211,2024-02-28,PayPal,Desktop
15771,C0012,2024-06-10,Credit Card,Mobile
15772,C0125,2024-02-14,Net Banking,Tablet
15773,C0023,2024-02-07,Debit Card,Tablet
15774,C0066,2024-06-07,Debit Card,Mobile
15775,C0294,2024-06-16,Credit Card,Tablet
15776,C0304,2024-01-13,Net Banking,Mobile
15777,C0083,2024-02-29,Credit Card,Desktop
15778,C0069,2024-01-30,Credit Card,Mobile
15779,C0323,2024-06-16,Credit Card,Desktop
15780,C0263,2024-01-10,Net Banking,Desktop
15781,C0021,2024-02-17,Debit Card,Desktop
15782,C0457,2024-06-24,PayPal,Mobile
15783,C0294,2024-05-09,Debit Card,Tablet
15784,C0076,2024-04-22,Debit Card,Tablet
15785,C0029,2024-05-28,Net Banking,Mobile
15786,C0086,2024-03-22,Debit Card,Mobile
15787,C0133,2024-01-11,Credit Card,Mobile
15788,C0473,2024-05-21,Debit Card,Tablet
15789,C0093,2024-02-28,Credit Card,Mobile
15790,C0265,2024-01-16,Credit Card,Desktop
15791,C0491,2024-03-07,PayPal,Tablet
15792,C0208,2024-03-06,Credit Card,Tablet
15793,C0307,2024-01-05,PayPal,Desktop
15794,C0497,2024-06-22,Net Banking,Desktop
15795,C0289,2024-03-31,PayPal,Desktop
15796,C0327,2024-05-18,Credit Card,Tablet
15797,C0010,2024-01-12,Debit Card,Tablet
15798,C0450,2024-06-02,PayPal,Mobile
15799,C0369,2024-03-01,Net Banking,Tablet
15800,C0373,2024-03-30,Net Banking,Tablet
15801,C0339,2024-01-28,PayPal,Desktop
15802,C0421,2024-01-20,Net Banking,Mobile
15803,C0146,2024-05-09,PayPal,Desktop
15804,C0485,2024-04-23,Credit Card,Mobile
15805,C0044,2024-01-29,Debit Card,Desktop
15806,C0111,2024-05-10,Debit Card,Mobile
15807,C0230,2024-01-20,Debit Card,Desktop
15808,C0311,2024-03-01,Net Banking,Desktop
15809,C0242,2024-02-22,Credit Card,Tablet
15810,C0445,2024-03-24,PayPal,Desktop
15811,C0247,2024-05-26,Debit Card,Tablet
15812,C0088,2024-04-05,PayPal,Desktop
15813,C0113,2024-06-23,Credit Card,Desktop
15814,C0426,2024-04-16,Net Banking,Desktop
15815,C0211,2024-01-19,Credit Card,Mobile
15816,C0308,2024-06-13,Net Banking,Mobile
15817,C0074,2024-04-19,Net Banking,Mobile
15818,C0407,2024-03-13,Net Banking,Mobile
15819,C0299,2024-02-06,Debit Card,Desktop
15820,C0421,2024-01-07,Credit Card,Tablet
15821,C0393,2024-03-24,PayPal,Tablet
15822,C0094,2024-06-04,PayPal,Mobile
15823,C0320,2024-04-02,Debit Card,Desktop
15824,C0338,2024-03-26,Net Banking,Tablet
15825,C0262,2024-04-14,Debit Card,Tablet
15826,C0136,2024-06-15,Debit Card,Desktop
15827,C0086,2024-04-05,Debit Card,Mobile
15828,C0371,2024-04-30,Credit Card,Tablet
15829,C0352,2024-03-16,PayPal,Mobile
15830,C0176,2024-06-08,Debit Card,Mobile
15831,C0473,2024-01-08,Net Banking,Desktop
15832,C0233,2024-02-11,PayPal,Mobile
15833,C0306,2024-04-04,Net Banking,Desktop
15834,C0303,2024-01-12,Credit Card,Mobile
15835,C0036,2024-03-15,Net Banking,Desktop
15836,C0118,2024-02-08,Debit Card,Desktop
15837,C0194,2024-05-31,PayPal,Mobile
15838,C0198,2024-01-07,Credit Card,Mobile
15839,C0068,2024-01-28,Net Banking,Mobile
15840,C0056,2024-06-04,Credit Card,Mobile
15841,C0009,2024-02-24,Credit Card,Tablet
15842,C0104,2024-03-21,Net Banking,Mobile
15843,C0268,2024-05-10,Debit Card,Tablet
15844,C0441,2024-05-10,Credit Card,Mobile
15845,C0466,2024-05-28,PayPal,Desktop
15846,C0259,2024-03-29,Debit Card,Tablet
15847,C0351,2024-02-25,PayPal,Desktop
15848,C0215,2024-04-06,Credit Card,Tablet
15849,C0424,2024-05-29,Net Banking,Tablet
15850,C0077,2024-01-09,PayPal,Mobile
15851,C0311,2024-06-17,Net Banking,Desktop
15852,C0050,2024-02-08,Net Banking,Mobile
15853,C0091,2024-04-07,Debit Card,Tablet
